nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid_low,sid_high,dataset,seed,n_nodes,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,num_edges_est,best_model,aba_elapsed,ranking_elapsed,best_I
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,5511,5,0.041684627532958984,0.5382754802703857,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.4007375240325928,35.26933682702561
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,5864,5,0.041684627532958984,0.5380628108978271,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.4059317111968994,35.19539514124726
6,0.3333,1.0,0.3333,0.3333,0.5,0.4,4.0,0.0,14.0,earthquake,606,5,0.041684627532958984,0.5082230567932129,True,v2,original_ranking,6,"[(1, 2), (1, 4), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.613917827606201,38.40642207463732
6,0.3333,1.0,0.3333,0.3333,0.5,0.4,4.0,0.0,14.0,earthquake,1933,5,0.041684627532958984,0.4947025775909424,True,v2,original_ranking,6,"[(1, 2), (1, 4), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.585488796234131,37.10007400626322
6,0.3333,1.0,0.3333,0.3333,0.5,0.4,4.0,0.0,14.0,earthquake,6071,5,0.041684627532958984,0.5090787410736084,True,v2,original_ranking,6,"[(1, 2), (1, 4), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.59401798248291,37.2427295275997
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,5504,5,0.041684627532958984,0.4983220100402832,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.596182107925415,35.955157112859574
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,5163,5,0.041684627532958984,0.4971909523010254,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.6093578338623047,36.58030102058616
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,2406,5,0.041684627532958984,0.5406551361083984,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.3984317779541016,34.83475659118823
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,304,5,0.041684627532958984,0.5494706630706787,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.3894436359405518,35.29411377085885
6,0.3333,1.0,0.3333,0.3333,0.5,0.4,4.0,0.0,14.0,earthquake,3391,5,0.041684627532958984,0.500058650970459,True,v2,original_ranking,6,"[(1, 2), (1, 4), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.5898778438568115,37.03004945462187
6,0.3333,1.0,0.3333,0.3333,0.5,0.4,4.0,0.0,14.0,earthquake,359,5,0.041684627532958984,0.5166540145874023,True,v2,original_ranking,6,"[(1, 2), (1, 4), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.5905656814575195,37.38959099971932
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,9096,5,0.041684627532958984,0.5123357772827148,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.24037766456604,35.22627091199761
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,3533,5,0.041684627532958984,0.5059952735900879,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.237144708633423,35.03790313103863
6,0.3333,1.0,0.3333,0.3333,0.5,0.4,4.0,0.0,14.0,earthquake,4125,5,0.041684627532958984,0.48885273933410645,True,v2,original_ranking,6,"[(1, 2), (1, 4), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.410172462463379,36.55518198243246
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,3094,5,0.041684627532958984,0.5090658664703369,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.246603488922119,35.4099456259337
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,6398,5,0.041684627532958984,0.5175809860229492,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.243236780166626,35.873042088799174
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,9.0,13.0,25.0,survey,7816,6,0.1489732265472412,1.776043176651001,True,v2,original_ranking,4,"[(4, 5), (3, 4), (0, 2), (0, 1)]",0,1.9606561660766602,7.079575263540238
