nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid_low,sid_high,dataset,seed,n_nodes,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,aba_elapsed,ranking_elapsed,best_I
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,606,5,12.234522104263306,0.9144954681396484,True,refined_indep_facts,arrows_sum,0.023076772689819336,0.00924229621887207,0.5179344128857014
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,606,5,12.234522104263306,0.9144954681396484,True,refined_indep_facts,arrows_mean,0.023076772689819336,0.009334564208984375,0.5179344128857014
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,1933,5,12.234522104263306,0.9144253730773926,True,original,original,0.4710369110107422,0.028439044952392578,20.236942297771723
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,1933,5,12.234522104263306,0.9144253730773926,True,original,refined_indep_facts,0.4710369110107422,0.01950359344482422,2.309175535742324
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,13.0,13.0,cancer,1933,5,12.234522104263306,0.9144253730773926,True,original,arrows_sum,0.4710369110107422,0.011337041854858398,3.091437308162656
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,1933,5,12.234522104263306,0.9144253730773926,True,original,arrows_mean,0.4710369110107422,0.011355876922607422,0.5224399306078717
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,1933,5,12.234522104263306,0.9144253730773926,True,refined_indep_facts,original,0.022884607315063477,0.022827625274658203,-1.8359905370827936
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,1933,5,12.234522104263306,0.9144253730773926,True,refined_indep_facts,refined_indep_facts,0.022884607315063477,0.016032934188842773,4.389767475520527
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,1933,5,12.234522104263306,0.9144253730773926,True,refined_indep_facts,arrows_sum,0.022884607315063477,0.009884357452392578,0.5224436769758279
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,1933,5,12.234522104263306,0.9144253730773926,True,refined_indep_facts,arrows_mean,0.022884607315063477,0.00937342643737793,0.5224436769758279
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,6071,5,12.234522104263306,0.9214239120483398,True,original,original,0.4390082359313965,0.030432462692260742,14.818570200530715
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,11.0,cancer,6071,5,12.234522104263306,0.9214239120483398,True,original,refined_indep_facts,0.4390082359313965,0.024056196212768555,2.6048430693121167
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,8.0,8.0,cancer,6071,5,12.234522104263306,0.9214239120483398,True,original,arrows_sum,0.4390082359313965,0.014446496963500977,3.025149334535601
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,11.0,cancer,6071,5,12.234522104263306,0.9214239120483398,True,original,arrows_mean,0.4390082359313965,0.014077901840209961,0.5066961814892078
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,6071,5,12.234522104263306,0.9214239120483398,True,refined_indep_facts,original,0.022061586380004883,0.014113426208496094,1.2975161441162761
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,6071,5,12.234522104263306,0.9214239120483398,True,refined_indep_facts,refined_indep_facts,0.022061586380004883,0.011716127395629883,3.7512732155296105
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,6071,5,12.234522104263306,0.9214239120483398,True,refined_indep_facts,arrows_sum,0.022061586380004883,0.0074803829193115234,0.5067013535544227
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,6071,5,12.234522104263306,0.9214239120483398,True,refined_indep_facts,arrows_mean,0.022061586380004883,0.007527351379394531,0.5067013535544227
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,11.0,cancer,5504,5,12.234522104263306,0.9247817993164062,True,original,original,0.3634033203125,0.01788616180419922,12.435616998702187
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,11.0,cancer,5504,5,12.234522104263306,0.9247817993164062,True,original,refined_indep_facts,0.3634033203125,0.014313936233520508,2.7244082919735297
5,0.6,0.5,0.5,0.4,0.5,0.4444,3.0,9.0,14.0,cancer,5504,5,12.234522104263306,0.9247817993164062,True,original,arrows_sum,0.3634033203125,0.008777379989624023,2.5132657736030595
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,11.0,cancer,5504,5,12.234522104263306,0.9247817993164062,True,original,arrows_mean,0.3634033203125,0.008754968643188477,0.5032596267356035
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,5504,5,12.234522104263306,0.9247817993164062,True,refined_indep_facts,original,0.022017717361450195,0.014935731887817383,3.5865702284328353
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,5504,5,12.234522104263306,0.9247817993164062,True,refined_indep_facts,refined_indep_facts,0.022017717361450195,0.0124053955078125,3.7833019900580855
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,5504,5,12.234522104263306,0.9247817993164062,True,refined_indep_facts,arrows_sum,0.022017717361450195,0.007201671600341797,0.5032623269658743
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,5504,5,12.234522104263306,0.9247817993164062,True,refined_indep_facts,arrows_mean,0.022017717361450195,0.0070798397064208984,0.5032623269658743
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,11.0,cancer,5163,5,12.234522104263306,0.9143857955932617,True,original,original,0.3826766014099121,0.0014798641204833984,12.651817348002478
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,11.0,cancer,5163,5,12.234522104263306,0.9143857955932617,True,original,refined_indep_facts,0.3826766014099121,0.0017774105072021484,2.7674444673043572
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,11.0,cancer,5163,5,12.234522104263306,0.9143857955932617,True,original,arrows_sum,0.3826766014099121,0.0011262893676757812,1.5107098242861712
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,11.0,cancer,5163,5,12.234522104263306,0.9143857955932617,True,original,arrows_mean,0.3826766014099121,0.0011477470397949219,0.5035699414287237
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,5163,5,12.234522104263306,0.9143857955932617,True,refined_indep_facts,original,0.02317357063293457,0.014141321182250977,3.554360092595319
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,5163,5,12.234522104263306,0.9143857955932617,True,refined_indep_facts,refined_indep_facts,0.02317357063293457,0.012172460556030273,3.752881516215132
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,5163,5,12.234522104263306,0.9143857955932617,True,refined_indep_facts,arrows_sum,0.02317357063293457,0.007489442825317383,0.5035735651081557
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,5163,5,12.234522104263306,0.9143857955932617,True,refined_indep_facts,arrows_mean,0.02317357063293457,0.007641792297363281,0.5035735651081557
3,0.0,0.75,0.0,0.6667,0.5,0.5714,2.0,1.0,11.0,cancer,2406,5,12.234522104263306,0.9252259731292725,True,original,original,0.27546048164367676,0.024447202682495117,13.16545373733837
3,0.0,0.75,0.0,0.6667,0.5,0.5714,2.0,1.0,11.0,cancer,2406,5,12.234522104263306,0.9252259731292725,True,original,refined_indep_facts,0.27546048164367676,0.021253108978271484,2.6318397761773347
4,0.25,0.75,0.1667,0.5,0.5,0.5,3.0,1.0,11.0,cancer,2406,5,12.234522104263306,0.9252259731292725,True,original,arrows_sum,0.27546048164367676,0.013129949569702148,2.0108739743069073
4,0.25,0.75,0.1667,0.5,0.5,0.5,3.0,1.0,11.0,cancer,2406,5,12.234522104263306,0.9252259731292725,True,original,arrows_mean,0.27546048164367676,0.013434410095214844,0.5027184935767268
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,cancer,2406,5,12.234522104263306,0.9252259731292725,True,refined_indep_facts,original,0.02273249626159668,0.019970178604125977,9.380002987871597
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,cancer,2406,5,12.234522104263306,0.9252259731292725,True,refined_indep_facts,refined_indep_facts,0.02273249626159668,0.017531156539916992,3.280104042631058
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,cancer,2406,5,12.234522104263306,0.9252259731292725,True,refined_indep_facts,arrows_sum,0.02273249626159668,0.010695695877075195,0.9999962262781151
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,2406,5,12.234522104263306,0.9252259731292725,True,refined_indep_facts,arrows_mean,0.02273249626159668,0.010748147964477539,0.5102790241077461
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,304,5,12.234522104263306,0.9198262691497803,True,original,original,1.041274070739746,0.3900883197784424,20.12943993528017
4,0.5,0.5,0.3333,0.25,0.25,0.25,3.0,10.0,15.0,cancer,304,5,12.234522104263306,0.9198262691497803,True,original,refined_indep_facts,1.041274070739746,0.2721688747406006,2.2199395267736834
8,0.75,0.5,1.0,0.125,0.25,0.1667,7.0,12.0,13.0,cancer,304,5,12.234522104263306,0.9198262691497803,True,original,arrows_sum,1.041274070739746,0.15503644943237305,4.110499564708483
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,304,5,12.234522104263306,0.9198262691497803,True,original,arrows_mean,1.041274070739746,0.15892267227172852,0.5236111624223343
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,304,5,12.234522104263306,0.9198262691497803,True,refined_indep_facts,original,0.02361321449279785,0.021860361099243164,-2.296171045029109
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,304,5,12.234522104263306,0.9198262691497803,True,refined_indep_facts,refined_indep_facts,0.02361321449279785,0.015766382217407227,4.386986136525309
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,304,5,12.234522104263306,0.9198262691497803,True,refined_indep_facts,arrows_sum,0.02361321449279785,0.01003122329711914,0.5236129430843165
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,304,5,12.234522104263306,0.9198262691497803,True,refined_indep_facts,arrows_mean,0.02361321449279785,0.009145498275756836,0.5236129430843165
4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0,cancer,3391,5,12.234522104263306,0.961561918258667,True,original,original,0.7529025077819824,0.05834460258483887,20.15102812577917
4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0,cancer,3391,5,12.234522104263306,0.961561918258667,True,original,refined_indep_facts,0.7529025077819824,0.04013395309448242,2.129532271817328
7,0.5714,0.75,0.6667,0.2857,0.5,0.3636,5.0,8.0,14.0,cancer,3391,5,12.234522104263306,0.961561918258667,True,original,arrows_sum,0.7529025077819824,0.02234673500061035,3.5202161801469556
4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0,cancer,3391,5,12.234522104263306,0.961561918258667,True,original,arrows_mean,0.7529025077819824,0.024290800094604492,0.5087151625699919
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,3391,5,12.234522104263306,0.961561918258667,True,refined_indep_facts,original,0.024042367935180664,0.022562026977539062,-2.8426343091373036
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,3391,5,12.234522104263306,0.961561918258667,True,refined_indep_facts,refined_indep_facts,0.024042367935180664,0.0159146785736084,4.218813602248892
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,3391,5,12.234522104263306,0.961561918258667,True,refined_indep_facts,arrows_sum,0.024042367935180664,0.00946497917175293,0.5174392392662778
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,3391,5,12.234522104263306,0.961561918258667,True,refined_indep_facts,arrows_mean,0.024042367935180664,0.009644746780395508,0.5174392392662778
3,0.6667,0.25,0.3333,0.0,0.0,,4.0,11.0,16.0,cancer,359,5,12.234522104263306,0.9177231788635254,True,original,original,0.43799686431884766,0.002698183059692383,11.788373102721085
3,0.6667,0.25,0.3333,0.0,0.0,,4.0,11.0,16.0,cancer,359,5,12.234522104263306,0.9177231788635254,True,original,refined_indep_facts,0.43799686431884766,0.0019223690032958984,2.6089398499576215
3,0.6667,0.25,0.3333,0.0,0.0,,4.0,11.0,16.0,cancer,359,5,12.234522104263306,0.9177231788635254,True,original,arrows_sum,0.43799686431884766,0.0011889934539794922,1.5023109472093137
3,0.6667,0.25,0.3333,0.0,0.0,,4.0,11.0,16.0,cancer,359,5,12.234522104263306,0.9177231788635254,True,original,arrows_mean,0.43799686431884766,0.0011684894561767578,0.5007703157364379
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,359,5,12.234522104263306,0.9177231788635254,True,refined_indep_facts,original,0.022094011306762695,0.014524221420288086,3.393509871762074
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,359,5,12.234522104263306,0.9177231788635254,True,refined_indep_facts,refined_indep_facts,0.022094011306762695,0.012114763259887695,3.6415944198243486
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,359,5,12.234522104263306,0.9177231788635254,True,refined_indep_facts,arrows_sum,0.022094011306762695,0.00731968879699707,0.5013678715809673
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,359,5,12.234522104263306,0.9177231788635254,True,refined_indep_facts,arrows_mean,0.022094011306762695,0.0073053836822509766,0.5013678715809673
4,0.5,0.5,0.3333,0.25,0.25,0.25,3.0,10.0,15.0,cancer,9096,5,12.234522104263306,0.9248158931732178,True,original,original,1.2449662685394287,0.37048768997192383,20.694899017699225
4,0.5,0.5,0.3333,0.25,0.25,0.25,3.0,10.0,15.0,cancer,9096,5,12.234522104263306,0.9248158931732178,True,original,refined_indep_facts,1.2449662685394287,0.2626338005065918,2.3178784386714666
8,0.75,0.5,1.0,0.125,0.25,0.1667,7.0,12.0,13.0,cancer,9096,5,12.234522104263306,0.9248158931732178,True,original,arrows_sum,1.2449662685394287,0.15170669555664062,4.076060166471284
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,9096,5,12.234522104263306,0.9248158931732178,True,original,arrows_mean,1.2449662685394287,0.15070199966430664,0.5164523423760754
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,9096,5,12.234522104263306,0.9248158931732178,True,refined_indep_facts,original,0.023436307907104492,0.021786928176879883,-2.5950515758475157
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,9096,5,12.234522104263306,0.9248158931732178,True,refined_indep_facts,refined_indep_facts,0.023436307907104492,0.01727771759033203,4.35181594712165
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,9096,5,12.234522104263306,0.9248158931732178,True,refined_indep_facts,arrows_sum,0.023436307907104492,0.009656190872192383,0.5164548910693718
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,9096,5,12.234522104263306,0.9248158931732178,True,refined_indep_facts,arrows_mean,0.023436307907104492,0.009892940521240234,0.5164548910693718
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,3533,5,12.234522104263306,0.9223289489746094,True,original,original,0.9213378429412842,0.15734410285949707,20.78273446897844
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,3533,5,12.234522104263306,0.9223289489746094,True,original,refined_indep_facts,0.9213378429412842,0.10981225967407227,2.466940708402571
7,0.7143,0.5,0.8333,0.2857,0.5,0.3636,5.0,8.0,17.0,cancer,3533,5,12.234522104263306,0.9223289489746094,True,original,arrows_sum,0.9213378429412842,0.06329560279846191,3.6091758472914233
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,3533,5,12.234522104263306,0.9223289489746094,True,original,arrows_mean,0.9213378429412842,0.06431698799133301,0.5220634174220415
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,3533,5,12.234522104263306,0.9223289489746094,True,refined_indep_facts,original,0.022799253463745117,0.0233461856842041,-1.5583510407490178
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,3533,5,12.234522104263306,0.9223289489746094,True,refined_indep_facts,refined_indep_facts,0.022799253463745117,0.015920639038085938,4.725231812760889
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,3533,5,12.234522104263306,0.9223289489746094,True,refined_indep_facts,arrows_sum,0.022799253463745117,0.009550809860229492,0.522065878428194
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,3533,5,12.234522104263306,0.9223289489746094,True,refined_indep_facts,arrows_mean,0.022799253463745117,0.009284257888793945,0.522065878428194
4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0,cancer,4125,5,12.234522104263306,0.93088698387146,True,original,original,0.5826218128204346,0.008114099502563477,20.812641335541787
4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0,cancer,4125,5,12.234522104263306,0.93088698387146,True,original,refined_indep_facts,0.5826218128204346,0.005278825759887695,2.374385190173564
5,0.4,0.75,0.3333,0.6,0.75,0.6667,2.0,4.0,14.0,cancer,4125,5,12.234522104263306,0.93088698387146,True,original,arrows_sum,0.5826218128204346,0.0031490325927734375,2.5404798520154777
4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0,cancer,4125,5,12.234522104263306,0.93088698387146,True,original,arrows_mean,0.5826218128204346,0.0032134056091308594,0.5098624171924507
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,4125,5,12.234522104263306,0.93088698387146,True,refined_indep_facts,original,0.023324966430664062,0.021996021270751953,-2.1599225419805697
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,4125,5,12.234522104263306,0.93088698387146,True,refined_indep_facts,refined_indep_facts,0.023324966430664062,0.015451669692993164,4.503739891927022
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,4125,5,12.234522104263306,0.93088698387146,True,refined_indep_facts,arrows_sum,0.023324966430664062,0.009110689163208008,0.5197477853914118
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,4125,5,12.234522104263306,0.93088698387146,True,refined_indep_facts,arrows_mean,0.023324966430664062,0.009033203125,0.5197477853914118
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,3094,5,12.234522104263306,0.919827938079834,True,original,original,0.6399378776550293,0.02402210235595703,21.142866668430276
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,3094,5,12.234522104263306,0.919827938079834,True,original,refined_indep_facts,0.6399378776550293,0.016161441802978516,2.567454769331621
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,8.0,8.0,cancer,3094,5,12.234522104263306,0.919827938079834,True,original,arrows_sum,0.6399378776550293,0.009636402130126953,3.1290153317752702
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,3094,5,12.234522104263306,0.919827938079834,True,original,arrows_mean,0.6399378776550293,0.009792089462280273,0.5320450287419184
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,3094,5,12.234522104263306,0.919827938079834,True,refined_indep_facts,original,0.02953362464904785,0.021841764450073242,-1.4763247514625208
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,3094,5,12.234522104263306,0.919827938079834,True,refined_indep_facts,refined_indep_facts,0.02953362464904785,0.015556812286376953,4.83347175424507
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,3094,5,12.234522104263306,0.919827938079834,True,refined_indep_facts,arrows_sum,0.02953362464904785,0.009632587432861328,0.5320474984730202
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,3094,5,12.234522104263306,0.919827938079834,True,refined_indep_facts,arrows_mean,0.02953362464904785,0.009544610977172852,0.5320474984730202
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,11.0,cancer,6398,5,12.234522104263306,0.9211215972900391,True,original,original,0.4527909755706787,0.031133651733398438,12.20330404455151
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,11.0,cancer,6398,5,12.234522104263306,0.9211215972900391,True,original,refined_indep_facts,0.4527909755706787,0.027291536331176758,2.761306496212938
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,13.0,13.0,cancer,6398,5,12.234522104263306,0.9211215972900391,True,original,arrows_sum,0.4527909755706787,0.017090320587158203,3.009206401784148
4,0.75,0.25,0.5,0.25,0.25,0.25,4.0,10.0,15.0,cancer,6398,5,12.234522104263306,0.9211215972900391,True,original,arrows_mean,0.4527909755706787,0.016597509384155273,0.5025416506608662
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,6398,5,12.234522104263306,0.9211215972900391,True,refined_indep_facts,original,0.02316427230834961,0.014611244201660156,4.0100285732695715
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,cancer,6398,5,12.234522104263306,0.9211215972900391,True,refined_indep_facts,refined_indep_facts,0.02316427230834961,0.012172937393188477,3.9049910544294444
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,6398,5,12.234522104263306,0.9211215972900391,True,refined_indep_facts,arrows_sum,0.02316427230834961,0.007684230804443359,0.5030175743270887
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,6398,5,12.234522104263306,0.9211215972900391,True,refined_indep_facts,arrows_mean,0.02316427230834961,0.007921218872070312,0.5030175743270887
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,7816,5,12.798474788665771,0.9332878589630127,True,original,original,0.027066946029663086,0.0032701492309570312,36.66853626925557
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,7816,5,12.798474788665771,0.9332878589630127,True,original,refined_indep_facts,0.027066946029663086,0.0019745826721191406,2.091605794071607
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,7816,5,12.798474788665771,0.9332878589630127,True,original,arrows_sum,0.027066946029663086,0.0011861324310302734,1.999998403808552
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,7816,5,12.798474788665771,0.9332878589630127,True,original,arrows_mean,0.027066946029663086,0.0011997222900390625,0.499999600952138
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,7816,5,12.798474788665771,0.9332878589630127,True,refined_indep_facts,original,0.03312993049621582,0.09676790237426758,36.66853626925557
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,7816,5,12.798474788665771,0.9332878589630127,True,refined_indep_facts,refined_indep_facts,0.03312993049621582,0.05817079544067383,2.091605794071607
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,7816,5,12.798474788665771,0.9332878589630127,True,refined_indep_facts,arrows_sum,0.03312993049621582,0.036983489990234375,1.999998403808552
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,earthquake,7816,5,12.798474788665771,0.9332878589630127,True,refined_indep_facts,arrows_mean,0.03312993049621582,0.03776907920837402,0.5162022566480534
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,3578,5,12.798474788665771,0.9269542694091797,True,original,original,0.0293731689453125,0.003866434097290039,40.2612220336076
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,3578,5,12.798474788665771,0.9269542694091797,True,original,refined_indep_facts,0.0293731689453125,0.0019383430480957031,2.4979042169817234
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,3578,5,12.798474788665771,0.9269542694091797,True,original,arrows_sum,0.0293731689453125,0.0013091564178466797,2.5000507594477015
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,3578,5,12.798474788665771,0.9269542694091797,True,original,arrows_mean,0.0293731689453125,0.0012006759643554688,0.5000101518895403
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,3578,5,12.798474788665771,0.9269542694091797,True,refined_indep_facts,original,0.028313636779785156,0.2840616703033447,40.2612220336076
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,3578,5,12.798474788665771,0.9269542694091797,True,refined_indep_facts,refined_indep_facts,0.028313636779785156,0.1643083095550537,2.4979042169817234
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,3578,5,12.798474788665771,0.9269542694091797,True,refined_indep_facts,arrows_sum,0.028313636779785156,0.10290718078613281,2.5000507594477015
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,earthquake,3578,5,12.798474788665771,0.9269542694091797,True,refined_indep_facts,arrows_mean,0.028313636779785156,0.10259485244750977,0.5000412447191748
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,2656,5,12.798474788665771,0.9318032264709473,True,original,original,0.03312349319458008,0.006942033767700195,40.27534488379159
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,2656,5,12.798474788665771,0.9318032264709473,True,original,refined_indep_facts,0.03312349319458008,0.0037543773651123047,2.6341743400421067
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,2656,5,12.798474788665771,0.9318032264709473,True,original,arrows_sum,0.03312349319458008,0.0021839141845703125,2.9999999999999996
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,2656,5,12.798474788665771,0.9318032264709473,True,original,arrows_mean,0.03312349319458008,0.002200603485107422,0.49999999999999994
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,2656,5,12.798474788665771,0.9318032264709473,True,refined_indep_facts,original,0.04349803924560547,0.649707555770874,40.27534488379159
4,0.5,0.5,0.3333,0.25,0.25,0.25,6.0,5.0,10.0,earthquake,2656,5,12.798474788665771,0.9318032264709473,True,refined_indep_facts,refined_indep_facts,0.04349803924560547,0.3809480667114258,2.6341743400421067
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,2656,5,12.798474788665771,0.9318032264709473,True,refined_indep_facts,arrows_sum,0.04349803924560547,0.22865629196166992,2.9999999999999996
4,0.5,0.5,0.3333,0.25,0.25,0.25,6.0,5.0,10.0,earthquake,2656,5,12.798474788665771,0.9318032264709473,True,refined_indep_facts,arrows_mean,0.04349803924560547,0.22479605674743652,0.5
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,2688,5,12.798474788665771,0.9308314323425293,True,original,original,0.025330305099487305,0.0026760101318359375,36.213517521146194
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,2688,5,12.798474788665771,0.9308314323425293,True,original,refined_indep_facts,0.025330305099487305,0.0018239021301269531,1.9471187863828878
