nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,dataset,seed,n_nodes,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,aba_elapsed,ranking_elapsed,num_edges_est,best_model,best_I
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,8289,5,12.815904378890991,0.9211137294769287,True,original,original,0.02629685401916504,0.003301858901977539,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",36.739725482912014
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,8289,5,12.815904378890991,0.9211137294769287,True,original,refined_indep_facts,0.02629685401916504,0.0016925334930419922,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",2.130305780322516
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,8289,5,12.815904378890991,0.9211137294769287,True,original,arrows_sum,0.02629685401916504,0.0011229515075683594,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.9999993403150689
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,8289,5,12.815904378890991,0.9211137294769287,True,original,arrows_mean,0.02629685401916504,0.0010900497436523438,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",0.4999998350787672
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,8289,5,12.815904378890991,0.9211137294769287,True,refined_indep_facts,original,0.0231473445892334,0.09625840187072754,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",36.739725482912014
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,5.0,earthquake,8289,5,12.815904378890991,0.9211137294769287,True,refined_indep_facts,refined_indep_facts,0.0231473445892334,0.05854368209838867,2,"frozenset({(0, 3), (2, 0)})",2.130305780322516
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,8289,5,12.815904378890991,0.9211137294769287,True,refined_indep_facts,arrows_sum,0.0231473445892334,0.03874611854553223,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.9999993403150689
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,earthquake,8289,5,12.815904378890991,0.9211137294769287,True,refined_indep_facts,arrows_mean,0.0231473445892334,0.03765726089477539,1,"frozenset({(4, 0)})",0.5128684063248354
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5978,5,12.815904378890991,0.9315450191497803,True,original,original,0.026485919952392578,0.0033714771270751953,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",36.27285598553208
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5978,5,12.815904378890991,0.9315450191497803,True,original,refined_indep_facts,0.026485919952392578,0.0018770694732666016,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.9594037610304547
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5978,5,12.815904378890991,0.9315450191497803,True,original,arrows_sum,0.026485919952392578,0.0011489391326904297,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.9999992796647093
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5978,5,12.815904378890991,0.9315450191497803,True,original,arrows_mean,0.026485919952392578,0.001184701919555664,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",0.4999998199161773
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5978,5,12.815904378890991,0.9315450191497803,True,refined_indep_facts,original,0.02345442771911621,0.09648513793945312,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",36.27285598553208
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,5.0,earthquake,5978,5,12.815904378890991,0.9315450191497803,True,refined_indep_facts,refined_indep_facts,0.02345442771911621,0.058266401290893555,2,"frozenset({(0, 3), (2, 0)})",1.9594037610304547
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5978,5,12.815904378890991,0.9315450191497803,True,refined_indep_facts,arrows_sum,0.02345442771911621,0.038771867752075195,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.9999992796647093
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,earthquake,5978,5,12.815904378890991,0.9315450191497803,True,refined_indep_facts,arrows_mean,0.02345442771911621,0.03724527359008789,1,"frozenset({(4, 0)})",0.5121977750395186
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5511,5,12.815904378890991,0.9211969375610352,True,original,original,0.025899648666381836,0.0033354759216308594,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",37.24499729286606
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5511,5,12.815904378890991,0.9211969375610352,True,original,refined_indep_facts,0.025899648666381836,0.0019063949584960938,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",2.2992612841631783
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5511,5,12.815904378890991,0.9211969375610352,True,original,arrows_sum,0.025899648666381836,0.001188516616821289,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.9999910277496116
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5511,5,12.815904378890991,0.9211969375610352,True,original,arrows_mean,0.025899648666381836,0.0011768341064453125,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",0.4999977569374029
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5511,5,12.815904378890991,0.9211969375610352,True,refined_indep_facts,original,0.023511886596679688,0.09743070602416992,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",37.24499729286606
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,5.0,earthquake,5511,5,12.815904378890991,0.9211969375610352,True,refined_indep_facts,refined_indep_facts,0.023511886596679688,0.05798459053039551,2,"frozenset({(0, 3), (2, 0)})",2.2992612841631783
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5511,5,12.815904378890991,0.9211969375610352,True,refined_indep_facts,arrows_sum,0.023511886596679688,0.037494659423828125,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.9999910277496116
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,earthquake,5511,5,12.815904378890991,0.9211969375610352,True,refined_indep_facts,arrows_mean,0.023511886596679688,0.037806034088134766,1,"frozenset({(2, 0)})",0.5120759388180419
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5864,5,12.815904378890991,0.9185614585876465,True,original,original,0.025645017623901367,0.003309011459350586,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",36.468676726603555
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5864,5,12.815904378890991,0.9185614585876465,True,original,refined_indep_facts,0.025645017623901367,0.0019106864929199219,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.9973823220510134
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5864,5,12.815904378890991,0.9185614585876465,True,original,arrows_sum,0.025645017623901367,0.0011491775512695312,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.999999275949854
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5864,5,12.815904378890991,0.9185614585876465,True,original,arrows_mean,0.025645017623901367,0.001165151596069336,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",0.4999998189874635
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5864,5,12.815904378890991,0.9185614585876465,True,refined_indep_facts,original,0.023405790328979492,0.09774494171142578,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",36.468676726603555
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,5.0,earthquake,5864,5,12.815904378890991,0.9185614585876465,True,refined_indep_facts,refined_indep_facts,0.023405790328979492,0.058068275451660156,2,"frozenset({(0, 3), (2, 0)})",1.9973823220510134
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5864,5,12.815904378890991,0.9185614585876465,True,refined_indep_facts,arrows_sum,0.023405790328979492,0.03681325912475586,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.999999275949854
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,earthquake,5864,5,12.815904378890991,0.9185614585876465,True,refined_indep_facts,arrows_mean,0.023405790328979492,0.03808283805847168,1,"frozenset({(2, 0)})",0.5118161575825586
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,606,5,12.815904378890991,0.9199683666229248,True,original,original,0.029336214065551758,0.0033876895904541016,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",39.739935202116556
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,606,5,12.815904378890991,0.9199683666229248,True,original,refined_indep_facts,0.029336214065551758,0.0018007755279541016,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",2.2470150399119015
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,606,5,12.815904378890991,0.9199683666229248,True,original,arrows_sum,0.029336214065551758,0.0011546611785888672,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",2.5021896252408085
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,606,5,12.815904378890991,0.9199683666229248,True,original,arrows_mean,0.029336214065551758,0.0011584758758544922,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",0.5004379250481616
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,606,5,12.815904378890991,0.9199683666229248,True,refined_indep_facts,original,0.026981115341186523,0.28688502311706543,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",39.739935202116556
2,1.0,0.0,0.3333,0.0,0.0,,4.0,15.0,earthquake,606,5,12.815904378890991,0.9199683666229248,True,refined_indep_facts,refined_indep_facts,0.026981115341186523,0.1648697853088379,2,"frozenset({(0, 1), (3, 0)})",2.2470150399119015
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,606,5,12.815904378890991,0.9199683666229248,True,refined_indep_facts,arrows_sum,0.026981115341186523,0.10565066337585449,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",2.5021896252408085
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,earthquake,606,5,12.815904378890991,0.9199683666229248,True,refined_indep_facts,arrows_mean,0.026981115341186523,0.10296177864074707,1,"frozenset({(1, 0)})",0.5007380192964553
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,1933,5,12.815904378890991,0.9114577770233154,True,original,original,0.33578920364379883,0.012584447860717773,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",38.14886454271385
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,1933,5,12.815904378890991,0.9114577770233154,True,original,refined_indep_facts,0.33578920364379883,0.006923675537109375,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",2.2650430820964447
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,earthquake,1933,5,12.815904378890991,0.9114577770233154,True,original,arrows_sum,0.33578920364379883,0.004323244094848633,6,"frozenset({(2, 4), (0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",3.0029641298409673
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,1933,5,12.815904378890991,0.9114577770233154,True,original,arrows_mean,0.33578920364379883,0.004408121109008789,5,"frozenset({(2, 4), (0, 4), (0, 3), (2, 0), (1, 0)})",0.5005881714306539
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,1933,5,12.815904378890991,0.9114577770233154,True,refined_indep_facts,original,0.02655315399169922,0.26459383964538574,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",37.57027934686467
2,1.0,0.0,0.3333,0.0,0.0,,4.0,15.0,earthquake,1933,5,12.815904378890991,0.9114577770233154,True,refined_indep_facts,refined_indep_facts,0.02655315399169922,0.15943455696105957,2,"frozenset({(0, 1), (3, 0)})",2.5833035199160084
4,0.75,0.25,0.5,0.25,0.25,0.25,4.0,11.0,earthquake,1933,5,12.815904378890991,0.9114577770233154,True,refined_indep_facts,arrows_sum,0.02655315399169922,0.09970402717590332,4,"frozenset({(0, 1), (0, 4), (1, 4), (3, 0)})",2.0011367310540127
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,earthquake,1933,5,12.815904378890991,0.9114577770233154,True,refined_indep_facts,arrows_mean,0.02655315399169922,0.10062813758850098,1,"frozenset({(3, 0)})",0.5011367345990301
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,6071,5,12.815904378890991,0.9069812297821045,True,original,original,0.17650866508483887,0.0033445358276367188,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",38.443726653128245
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,6071,5,12.815904378890991,0.9069812297821045,True,original,refined_indep_facts,0.17650866508483887,0.0017626285552978516,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",2.3355125754100325
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,6071,5,12.815904378890991,0.9069812297821045,True,original,arrows_sum,0.17650866508483887,0.0011703968048095703,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",2.5018256974637207
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,6071,5,12.815904378890991,0.9069812297821045,True,original,arrows_mean,0.17650866508483887,0.001112222671508789,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",0.5003651394927442
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,6071,5,12.815904378890991,0.9069812297821045,True,refined_indep_facts,original,0.026277780532836914,0.26814770698547363,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",37.69749128689238
2,1.0,0.0,0.3333,0.0,0.0,,4.0,15.0,earthquake,6071,5,12.815904378890991,0.9069812297821045,True,refined_indep_facts,refined_indep_facts,0.026277780532836914,0.15694069862365723,2,"frozenset({(0, 1), (3, 0)})",2.6399035655277796
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,6071,5,12.815904378890991,0.9069812297821045,True,refined_indep_facts,arrows_sum,0.026277780532836914,0.0974736213684082,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",2.0009326151160804
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,earthquake,6071,5,12.815904378890991,0.9069812297821045,True,refined_indep_facts,arrows_mean,0.026277780532836914,0.09787368774414062,1,"frozenset({(1, 0)})",0.5009311271334039
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5504,5,12.815904378890991,0.9139816761016846,True,original,original,0.5416474342346191,0.04975080490112305,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",37.91304489864112
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5504,5,12.815904378890991,0.9139816761016846,True,original,refined_indep_facts,0.5416474342346191,0.02677154541015625,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",2.6974383106098028
7,0.4286,1.0,0.5,0.5714,1.0,0.7273,3.0,0.0,earthquake,5504,5,12.815904378890991,0.9139816761016846,True,original,arrows_sum,0.5416474342346191,0.017229318618774414,7,"frozenset({(0, 4), (4, 3), (0, 3), (2, 0), (2, 3), (1, 0), (1, 3)})",3.500143455839201
5,0.6,0.5,0.5,0.4,0.5,0.4444,4.0,4.0,earthquake,5504,5,12.815904378890991,0.9139816761016846,True,original,arrows_mean,0.5416474342346191,0.017215728759765625,5,"frozenset({(0, 4), (2, 0), (3, 0), (2, 3), (1, 3)})",0.5000483213412654
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5504,5,12.815904378890991,0.9139816761016846,True,refined_indep_facts,original,0.033476829528808594,0.2597782611846924,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",37.91304489864112
2,1.0,0.0,0.3333,0.0,0.0,,4.0,15.0,earthquake,5504,5,12.815904378890991,0.9139816761016846,True,refined_indep_facts,refined_indep_facts,0.033476829528808594,0.15759730339050293,2,"frozenset({(0, 1), (3, 0)})",2.6974383106098028
4,0.75,0.25,0.5,0.25,0.25,0.25,4.0,11.0,earthquake,5504,5,12.815904378890991,0.9139816761016846,True,refined_indep_facts,arrows_sum,0.033476829528808594,0.09959554672241211,4,"frozenset({(0, 1), (0, 4), (1, 4), (3, 0)})",2.000034932824554
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,earthquake,5504,5,12.815904378890991,0.9139816761016846,True,refined_indep_facts,arrows_mean,0.033476829528808594,0.10000157356262207,1,"frozenset({(2, 0)})",0.500030478502103
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5163,5,12.815904378890991,0.9103879928588867,True,original,original,0.2329719066619873,0.009112119674682617,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",37.71683289230702
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5163,5,12.815904378890991,0.9103879928588867,True,original,refined_indep_facts,0.2329719066619873,0.005400419235229492,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",2.4997162118606573
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,5163,5,12.815904378890991,0.9103879928588867,True,original,arrows_sum,0.2329719066619873,0.003305673599243164,5,"frozenset({(0, 4), (4, 3), (0, 3), (2, 0), (1, 0)})",2.5004858894826647
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,5163,5,12.815904378890991,0.9103879928588867,True,original,arrows_mean,0.2329719066619873,0.003404855728149414,5,"frozenset({(0, 4), (4, 3), (0, 3), (2, 0), (1, 0)})",0.500097177896533
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,5163,5,12.815904378890991,0.9103879928588867,True,refined_indep_facts,original,0.027133941650390625,0.26262402534484863,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",37.71683289230702
2,1.0,0.0,0.3333,0.0,0.0,,4.0,15.0,earthquake,5163,5,12.815904378890991,0.9103879928588867,True,refined_indep_facts,refined_indep_facts,0.027133941650390625,0.1559123992919922,2,"frozenset({(0, 1), (3, 0)})",2.4997162118606573
4,0.75,0.25,0.5,0.25,0.25,0.25,4.0,11.0,earthquake,5163,5,12.815904378890991,0.9103879928588867,True,refined_indep_facts,arrows_sum,0.027133941650390625,0.09659934043884277,4,"frozenset({(0, 2), (0, 4), (2, 4), (3, 0)})",2.0000106470149963
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,earthquake,5163,5,12.815904378890991,0.9103879928588867,True,refined_indep_facts,arrows_mean,0.027133941650390625,0.09885478019714355,1,"frozenset({(1, 0)})",0.5000145188147809
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,2406,5,12.815904378890991,0.9274840354919434,True,original,original,0.02642989158630371,0.0032088756561279297,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",36.15985287781198
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,2406,5,12.815904378890991,0.9274840354919434,True,original,refined_indep_facts,0.02642989158630371,0.0017926692962646484,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.94511629821907
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,2406,5,12.815904378890991,0.9274840354919434,True,original,arrows_sum,0.02642989158630371,0.0012090206146240234,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.9999989280101522
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,2406,5,12.815904378890991,0.9274840354919434,True,original,arrows_mean,0.02642989158630371,0.001233816146850586,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",0.49999973200253806
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,2406,5,12.815904378890991,0.9274840354919434,True,refined_indep_facts,original,0.024066686630249023,0.1018989086151123,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",36.15985287781198
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,5.0,earthquake,2406,5,12.815904378890991,0.9274840354919434,True,refined_indep_facts,refined_indep_facts,0.024066686630249023,0.05928754806518555,2,"frozenset({(0, 3), (2, 0)})",1.94511629821907
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,2406,5,12.815904378890991,0.9274840354919434,True,refined_indep_facts,arrows_sum,0.024066686630249023,0.03765606880187988,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.9999989280101522
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,earthquake,2406,5,12.815904378890991,0.9274840354919434,True,refined_indep_facts,arrows_mean,0.024066686630249023,0.038507699966430664,1,"frozenset({(4, 0)})",0.511765768164234
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,304,5,12.815904378890991,0.9262073040008545,True,original,original,0.025641679763793945,0.0033202171325683594,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",36.58076242499532
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,304,5,12.815904378890991,0.9262073040008545,True,original,refined_indep_facts,0.025641679763793945,0.0017075538635253906,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",2.049168088075211
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,304,5,12.815904378890991,0.9262073040008545,True,original,arrows_sum,0.025641679763793945,0.0011818408966064453,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.9999991669254944
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,304,5,12.815904378890991,0.9262073040008545,True,original,arrows_mean,0.025641679763793945,0.0011272430419921875,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",0.4999997917313736
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,304,5,12.815904378890991,0.9262073040008545,True,refined_indep_facts,original,0.024063587188720703,0.10090970993041992,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",36.58076242499532
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,5.0,earthquake,304,5,12.815904378890991,0.9262073040008545,True,refined_indep_facts,refined_indep_facts,0.024063587188720703,0.05998396873474121,2,"frozenset({(0, 3), (2, 0)})",2.049168088075211
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,304,5,12.815904378890991,0.9262073040008545,True,refined_indep_facts,arrows_sum,0.024063587188720703,0.037844181060791016,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",1.9999991669254944
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,earthquake,304,5,12.815904378890991,0.9262073040008545,True,refined_indep_facts,arrows_mean,0.024063587188720703,0.038205862045288086,1,"frozenset({(3, 0)})",0.5125829234810381
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,3391,5,12.815904378890991,0.9073123931884766,True,original,original,0.24337148666381836,0.011324882507324219,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",38.976813013252055
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,3391,5,12.815904378890991,0.9073123931884766,True,original,refined_indep_facts,0.24337148666381836,0.0071904659271240234,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",2.5549369625585654
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,earthquake,3391,5,12.815904378890991,0.9073123931884766,True,original,arrows_sum,0.24337148666381836,0.00438237190246582,6,"frozenset({(2, 4), (0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",2.999986394461847
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,earthquake,3391,5,12.815904378890991,0.9073123931884766,True,original,arrows_mean,0.24337148666381836,0.004469633102416992,6,"frozenset({(2, 4), (0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",0.4999977324103078
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,3391,5,12.815904378890991,0.9073123931884766,True,refined_indep_facts,original,0.028113126754760742,0.2634739875793457,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",38.23313506861628
2,1.0,0.0,0.3333,0.0,0.0,,4.0,15.0,earthquake,3391,5,12.815904378890991,0.9073123931884766,True,refined_indep_facts,refined_indep_facts,0.028113126754760742,0.15966391563415527,2,"frozenset({(0, 1), (3, 0)})",2.85312031588039
4,0.75,0.25,0.5,0.25,0.25,0.25,4.0,11.0,earthquake,3391,5,12.815904378890991,0.9073123931884766,True,refined_indep_facts,arrows_sum,0.028113126754760742,0.09670090675354004,4,"frozenset({(0, 1), (0, 4), (1, 4), (3, 0)})",2.0000149644983103
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,earthquake,3391,5,12.815904378890991,0.9073123931884766,True,refined_indep_facts,arrows_mean,0.028113126754760742,0.09702920913696289,1,"frozenset({(2, 0)})",0.5000156439784409
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,359,5,12.815904378890991,0.9104597568511963,True,original,original,0.18814730644226074,0.0033457279205322266,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",38.77690712483173
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,359,5,12.815904378890991,0.9104597568511963,True,original,refined_indep_facts,0.18814730644226074,0.0017499923706054688,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",2.4232490414412076
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,359,5,12.815904378890991,0.9104597568511963,True,original,arrows_sum,0.18814730644226074,0.0011055469512939453,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",2.500906999832182
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,earthquake,359,5,12.815904378890991,0.9104597568511963,True,original,arrows_mean,0.18814730644226074,0.0011396408081054688,5,"frozenset({(0, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",0.5001813999664364
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,earthquake,359,5,12.815904378890991,0.9104597568511963,True,refined_indep_facts,original,0.02616405487060547,0.26302051544189453,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",38.04694829049295
2,1.0,0.0,0.3333,0.0,0.0,,4.0,15.0,earthquake,359,5,12.815904378890991,0.9104597568511963,True,refined_indep_facts,refined_indep_facts,0.02616405487060547,0.16224360466003418,2,"frozenset({(0, 1), (3, 0)})",2.727970604741263
4,0.75,0.25,0.5,0.25,0.25,0.25,4.0,11.0,earthquake,359,5,12.815904378890991,0.9104597568511963,True,refined_indep_facts,arrows_sum,0.02616405487060547,0.09818911552429199,4,"frozenset({(0, 1), (0, 4), (1, 4), (3, 0)})",2.0004790779145147
