nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,dataset,seed,n_nodes,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,num_edges_est,best_model,aba_elapsed,ranking_elapsed,best_I
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,3595,6,1996.7240192890167,18.177430391311646,True,stand_alone_gradual,refined_ranking,0,[],0,0.703012228012085,6.65225581214135
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,5.0,16.0,survey,4187,6,1996.7240192890167,18.240352869033813,True,stand_alone_gradual,original_ranking,5,"[(2, 1), (5, 3), (4, 1), (0, 1), (0, 3)]",0,0.8531949520111084,12.841993611373287
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,4187,6,1996.7240192890167,18.240352869033813,True,stand_alone_gradual,refined_ranking,0,[],0,0.5719430446624756,4.73239152072572
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,18.0,survey,4135,6,1996.7240192890167,17.975677728652954,True,stand_alone_gradual,original_ranking,3,"[(5, 3), (2, 1), (4, 1)]",0,1.2575998306274414,16.99695474806877
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,4135,6,1996.7240192890167,17.975677728652954,True,stand_alone_gradual,refined_ranking,0,[],0,0.878643274307251,8.666983481538926
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,5.0,14.0,survey,5174,6,1996.7240192890167,18.141749143600464,True,stand_alone_gradual,original_ranking,4,"[(5, 3), (0, 1), (4, 1), (0, 2)]",0,1.2471261024475098,16.049567364313596
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,5174,6,1996.7240192890167,18.141749143600464,True,stand_alone_gradual,refined_ranking,0,[],0,0.8668947219848633,8.838237168103618
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,12.0,survey,5303,6,1996.7240192890167,18.307324171066284,True,stand_alone_gradual,original_ranking,2,"[(3, 5), (2, 5)]",0,0.8659107685089111,11.62639265611763
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,5303,6,1996.7240192890167,18.307324171066284,True,stand_alone_gradual,refined_ranking,0,[],0,0.6932849884033203,6.6272825185348525
4,1.0,0.0,0.4444,0.0,0.0,,8.0,22.0,survey,3942,6,1996.7240192890167,18.01309108734131,True,stand_alone_gradual,original_ranking,4,"[(1, 4), (0, 5), (2, 1), (0, 3)]",0,1.3609204292297363,13.348788299217334
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,3942,6,1996.7240192890167,18.01309108734131,True,stand_alone_gradual,refined_ranking,0,[],0,0.8789443969726562,9.207171810889502
2,1.0,0.0,0.2222,0.0,0.0,,6.0,19.0,survey,2778,6,1996.7240192890167,18.22406578063965,True,stand_alone_gradual,original_ranking,2,"[(5, 3), (2, 1)]",0,0.8830311298370361,12.642949362902437
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,2778,6,1996.7240192890167,18.22406578063965,True,stand_alone_gradual,refined_ranking,0,[],0,0.6876235008239746,6.643418414885317
2,1.0,0.0,0.2222,0.0,0.0,,6.0,19.0,survey,2804,6,1996.7240192890167,18.192099809646606,True,stand_alone_gradual,original_ranking,2,"[(5, 3), (2, 1)]",0,0.8687984943389893,13.5644806055898
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,2804,6,1996.7240192890167,18.192099809646606,True,stand_alone_gradual,refined_ranking,0,[],0,0.6847972869873047,6.820104315531749
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,6.0,20.0,survey,2145,6,1996.7240192890167,18.134831428527832,True,stand_alone_gradual,original_ranking,3,"[(1, 4), (2, 5), (4, 3)]",0,0.9331784248352051,8.499205378945433
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,2145,6,1996.7240192890167,18.134831428527832,True,stand_alone_gradual,refined_ranking,0,[],0,0.6452486515045166,6.649903587904969
1,0.0,0.1667,0.0,1.0,0.1667,0.2857,5.0,12.0,survey,150,6,1996.7240192890167,18.06669020652771,True,stand_alone_gradual,original_ranking,1,"[(1, 3)]",0,1.2185378074645996,10.428915789066517
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,150,6,1996.7240192890167,18.06669020652771,True,stand_alone_gradual,refined_ranking,0,[],0,0.8726944923400879,8.979707083533352
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,7.0,12.0,survey,8823,6,1996.7240192890167,18.1699001789093,True,stand_alone_gradual,original_ranking,5,"[(0, 5), (0, 2), (4, 1), (0, 1), (0, 3)]",0,1.368304967880249,9.665319604664202
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,8823,6,1996.7240192890167,18.1699001789093,True,stand_alone_gradual,refined_ranking,0,[],0,0.8640446662902832,8.890743999097008
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,18.0,survey,4669,6,1996.7240192890167,18.378674030303955,True,stand_alone_gradual,original_ranking,3,"[(5, 3), (2, 1), (4, 1)]",0,1.269618272781372,17.46857311171012
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,4669,6,1996.7240192890167,18.378674030303955,True,stand_alone_gradual,refined_ranking,0,[],0,0.8739874362945557,8.845973025768547
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,7.0,14.0,survey,6131,6,1996.7240192890167,18.06571936607361,True,stand_alone_gradual,original_ranking,4,"[(5, 3), (4, 3), (0, 2), (0, 1)]",0,1.2341845035552979,14.86931540000006
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,6131,6,1996.7240192890167,18.06571936607361,True,stand_alone_gradual,refined_ranking,0,[],0,0.8647503852844238,8.805667505732234
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,7.0,19.0,survey,2617,6,1996.7240192890167,18.119368314743042,True,stand_alone_gradual,original_ranking,4,"[(0, 4), (1, 4), (2, 5), (0, 3)]",0,1.6511931419372559,15.469593855084945
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,2617,6,1996.7240192890167,18.119368314743042,True,stand_alone_gradual,refined_ranking,0,[],0,1.0257010459899902,11.570651653033115
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,14.0,survey,7166,6,1996.7240192890167,18.113244771957397,True,stand_alone_gradual,original_ranking,2,"[(5, 3), (1, 3)]",0,0.8368840217590332,11.051854100312816
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,7166,6,1996.7240192890167,18.113244771957397,True,stand_alone_gradual,refined_ranking,0,[],0,0.6634433269500732,6.340988401639996
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,18.0,survey,1428,6,1996.7240192890167,18.162872791290283,True,stand_alone_gradual,original_ranking,3,"[(5, 3), (2, 1), (4, 1)]",0,1.206516981124878,19.42563848683073
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,1428,6,1996.7240192890167,18.162872791290283,True,stand_alone_gradual,refined_ranking,0,[],0,0.8667747974395752,9.191328136687341
3,0.3333,0.3333,0.1111,0.6667,0.3333,0.4444,4.0,17.0,survey,8328,6,1996.7240192890167,18.01314067840576,True,stand_alone_gradual,original_ranking,3,"[(0, 1), (4, 1), (2, 1)]",0,2.1294679641723633,22.873346150043133
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,8328,6,1996.7240192890167,18.01314067840576,True,stand_alone_gradual,refined_ranking,0,[],0,1.2050879001617432,13.813327029037412
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,18.0,survey,8289,6,1996.7240192890167,17.927086114883423,True,stand_alone_gradual,original_ranking,3,"[(5, 3), (2, 1), (4, 1)]",0,1.1926922798156738,17.67418991704463
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,8289,6,1996.7240192890167,17.927086114883423,True,stand_alone_gradual,refined_ranking,0,[],0,0.848015546798706,8.868040217528128
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,15.0,survey,5978,6,1996.7240192890167,18.00950288772583,True,stand_alone_gradual,original_ranking,4,"[(5, 3), (2, 1), (4, 1), (1, 3)]",0,1.191739559173584,17.75163643689524
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,5978,6,1996.7240192890167,18.00950288772583,True,stand_alone_gradual,refined_ranking,0,[],0,0.8315892219543457,8.720191373640256
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,15.0,survey,5511,6,1996.7240192890167,18.123389959335327,True,stand_alone_gradual,original_ranking,2,"[(3, 5), (4, 1)]",0,1.0306854248046875,11.832964604559898
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,5511,6,1996.7240192890167,18.123389959335327,True,stand_alone_gradual,refined_ranking,0,[],0,0.7816529273986816,7.697615721795283
2,1.0,0.0,0.2222,0.0,0.0,,8.0,15.0,survey,5864,6,1996.7240192890167,18.128233671188354,True,stand_alone_gradual,original_ranking,2,"[(0, 3), (0, 5)]",0,0.9387531280517578,3.5532024022593847
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,5864,6,1996.7240192890167,18.128233671188354,True,stand_alone_gradual,refined_ranking,0,[],0,0.6529550552368164,6.414009724107504
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,7.0,14.0,survey,606,6,1996.7240192890167,18.12224054336548,True,stand_alone_gradual,original_ranking,4,"[(0, 3), (0, 4), (5, 3), (1, 3)]",0,1.458641529083252,15.011827776669804
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,606,6,1996.7240192890167,18.12224054336548,True,stand_alone_gradual,refined_ranking,0,[],0,0.9300916194915771,10.55116684229373
3,1.0,0.0,0.3333,0.0,0.0,,8.0,20.0,survey,1933,6,1996.7240192890167,18.080432891845703,True,stand_alone_gradual,original_ranking,3,"[(0, 3), (1, 4), (0, 5)]",0,1.320788860321045,8.135194148846734
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,1933,6,1996.7240192890167,18.080432891845703,True,stand_alone_gradual,refined_ranking,0,[],0,0.8490304946899414,10.050611892192356
3,1.0,0.0,0.3333,0.0,0.0,,7.0,24.0,survey,6071,6,1996.7240192890167,18.09384799003601,True,stand_alone_gradual,original_ranking,3,"[(5, 3), (2, 4), (2, 1)]",0,1.1931333541870117,14.178926245421493
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,6071,6,1996.7240192890167,18.09384799003601,True,stand_alone_gradual,refined_ranking,0,[],0,0.8389995098114014,8.878060847174163
2,1.0,0.0,0.2222,0.0,0.0,,6.0,19.0,survey,5504,6,1996.7240192890167,18.0288987159729,True,stand_alone_gradual,original_ranking,2,"[(5, 3), (2, 1)]",0,0.9186139106750488,12.743340878739707
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,5504,6,1996.7240192890167,18.0288987159729,True,stand_alone_gradual,refined_ranking,0,[],0,0.7148129940032959,6.700003301468232
3,0.3333,0.3333,0.1111,0.6667,0.3333,0.4444,4.0,17.0,survey,5163,6,1996.7240192890167,17.847554445266724,True,stand_alone_gradual,original_ranking,3,"[(2, 1), (4, 1), (3, 5)]",0,1.3673515319824219,17.292161218947886
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,5163,6,1996.7240192890167,17.847554445266724,True,stand_alone_gradual,refined_ranking,0,[],0,0.875220537185669,9.1981012102667
3,0.3333,0.3333,0.1111,0.6667,0.3333,0.4444,5.0,14.0,survey,2406,6,1996.7240192890167,18.043039083480835,True,stand_alone_gradual,original_ranking,3,"[(3, 5), (0, 1), (0, 2)]",0,1.0423851013183594,12.802149595169737
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,2406,6,1996.7240192890167,18.043039083480835,True,stand_alone_gradual,refined_ranking,0,[],0,0.7927682399749756,8.504890043040689
2,1.0,0.0,0.2222,0.0,0.0,,6.0,19.0,survey,304,6,1996.7240192890167,17.87157130241394,True,stand_alone_gradual,original_ranking,2,"[(2, 1), (5, 3)]",0,0.8714087009429932,12.630591969098898
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,304,6,1996.7240192890167,17.87157130241394,True,stand_alone_gradual,refined_ranking,0,[],0,0.6920323371887207,6.296231992480094
3,0.3333,0.3333,0.1111,0.6667,0.3333,0.4444,5.0,14.0,survey,3391,6,1996.7240192890167,17.933599948883057,True,stand_alone_gradual,original_ranking,3,"[(3, 5), (0, 1), (0, 2)]",0,0.8589057922363281,11.120632017468541
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,3391,6,1996.7240192890167,17.933599948883057,True,stand_alone_gradual,refined_ranking,0,[],0,0.6879703998565674,6.892857571944804
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,6.0,15.0,survey,359,6,1996.7240192890167,17.9680597782135,True,stand_alone_gradual,original_ranking,5,"[(0, 4), (2, 5), (2, 1), (0, 1), (2, 3)]",0,1.4979357719421387,13.190261992642819
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,359,6,1996.7240192890167,17.9680597782135,True,stand_alone_gradual,refined_ranking,0,[],0,0.8685054779052734,9.29882449459217
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,7.0,12.0,survey,9096,6,1996.7240192890167,18.11180830001831,True,stand_alone_gradual,original_ranking,5,"[(0, 4), (0, 3), (2, 3), (2, 5), (0, 1)]",0,1.4192333221435547,10.344426353703774
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,9096,6,1996.7240192890167,18.11180830001831,True,stand_alone_gradual,refined_ranking,0,[],0,0.866039514541626,9.033018960610066
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,16.0,survey,3533,6,1996.7240192890167,18.321277379989624,True,stand_alone_gradual,original_ranking,3,"[(5, 3), (1, 3), (2, 1)]",0,1.3292443752288818,17.107236071006632
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,3533,6,1996.7240192890167,18.321277379989624,True,stand_alone_gradual,refined_ranking,0,[],0,0.8594250679016113,8.726049972587722
4,1.0,0.0,0.4444,0.0,0.0,,8.0,22.0,survey,4125,6,1996.7240192890167,17.928610801696777,True,stand_alone_gradual,original_ranking,4,"[(1, 4), (0, 5), (0, 3), (2, 1)]",0,1.369025468826294,14.265387583549332
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,4125,6,1996.7240192890167,17.928610801696777,True,stand_alone_gradual,refined_ranking,0,[],0,0.8808302879333496,9.616581294044895
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,19.0,survey,3094,6,1996.7240192890167,17.91121196746826,True,stand_alone_gradual,original_ranking,3,"[(2, 1), (4, 1), (3, 1)]",0,1.4364957809448242,15.697501789520627
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,3094,6,1996.7240192890167,17.91121196746826,True,stand_alone_gradual,refined_ranking,0,[],0,0.9030168056488037,9.290281461736328
2,1.0,0.0,0.2222,0.0,0.0,,6.0,19.0,survey,6398,6,1996.7240192890167,18.029417991638184,True,stand_alone_gradual,original_ranking,2,"[(2, 1), (5, 3)]",0,0.8723294734954834,13.406161899999887
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,6398,6,1996.7240192890167,18.029417991638184,True,stand_alone_gradual,refined_ranking,0,[],0,0.6920778751373291,6.825817879424273
